source_domain,target_domain,match_percentage,size
time.com,thesaker.is,85.03,1
timesofisrael.com,foxnews.com,87.91,2
translate.goog,nytimes.com,100.0,4
translate.goog,translate.goog,100.0,5
vice.com,vice.com,100.0,1
voxukraine.org,aljazeera.com,87.36,1
voxukraine.org,apnews.com,86.48,1
voxukraine.org,atlanticcouncil.org,89.35,1
voxukraine.org,cnn.com,87.11,1
voxukraine.org,ctvnews.ca,85.38,1
voxukraine.org,dailymail.co.uk,85.12,1
voxukraine.org,foxnews.com,85.2,2
voxukraine.org,github.com,89.3,1
voxukraine.org,medium.com,87.86,1
voxukraine.org,president.gov.ua,85.23,1
voxukraine.org,rationalwiki.org,90.72,1
voxukraine.org,sky.com,85.65,1
voxukraine.org,substack.com,86.89,1
voxukraine.org,theatlantic.com,86.03,1
voxukraine.org,theconversation.com,86.73,2
voxukraine.org,theglobeandmail.com,85.5,1
voxukraine.org,theguardian.com,86.69,1
voxukraine.org,thenewdaily.com.au,86.98,1
voxukraine.org,voxukraine.org,100.0,1
voxukraine.org,zerohedge.com,85.06,1
wikipedia.org,aljazeera.com,86.95,1
wikipedia.org,apnews.com,86.25,1
wikipedia.org,atlanticcouncil.org,86.57,1
wikipedia.org,atlanticcouncil.org,88.38,1
wikipedia.org,cnn.com,89.06,1
wikipedia.org,ctvnews.ca,88.76,1
wikipedia.org,dailymail.co.uk,86.48,1
wikipedia.org,dailymail.co.uk,86.5,1
wikipedia.org,hrw.org,89.6,1
wikipedia.org,medium.com,85.74,1
wikipedia.org,medium.com,87.44,1
wikipedia.org,sky.com,85.02,1
wikipedia.org,theglobeandmail.com,87.53,1
wikipedia.org,theguardian.com,85.63,1
wikipedia.org,thenewdaily.com.au,85.37,1
wikipedia.org,wikipedia.org,86.34,1
wikipedia.org,wikipedia.org,89.03,1
worldnewsguru.us,businessinsider.com,96.24,2
worldnewsguru.us,businessinsider.com,99.66,1
worldnewsguru.us,msn.com,88.46,1
worldnewsguru.us,peoplesworld.org,85.99,1
worldnewsguru.us,thedailybeast.com,85.68,1
worldnewsguru.us,theguardian.com,88.51,1
wsws.org,wsws.org,100.0,1
yahoo.com,10ztalk.com,89.45,1
yahoo.com,9news.com.au,86.16,1
yahoo.com,businessinsider.com,98.06,6
yahoo.com,cnbc.com,87.43,1
yahoo.com,dw.com,86.73,1
yahoo.com,thegooglenews.in,98.74,2
yahoo.com,yahoo.com,100.0,4
zerohedge.com,atlanticcouncil.org,85.14,1
zerohedge.com,ctvnews.ca,85.07,1
zerohedge.com,foxnews.com,85.89,2
zerohedge.com,github.com,85.63,1
zerohedge.com,ktbb.com,85.92,1
zerohedge.com,medium.com,87.7,1
zerohedge.com,rationalwiki.org,86.98,1
zerohedge.com,substack.com,87.43,1
zerohedge.com,theconversation.com,85.09,2
zerohedge.com,wikipedia.org,86.17,1
zipinion.com,openculture.com,86.73,1
zipinion.com,rt.com,87.07,1
